Pod-ID,Software,Version,CVE-ID,CVE-Severity,CVE-Title,CVSS
adservice_0,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_0,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_0,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_1,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_1,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_1,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_2,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_2,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_2,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_3,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_3,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_3,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_4,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_4,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_4,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_5,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_5,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_5,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_6,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_6,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_6,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_7,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_7,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_7,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_8,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_8,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_8,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
adservice_9,libcrypto3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_9,libssl3,3.0.7-r0,CVE-2022-3996,HIGH,openssl: double locking leads to denial of service,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 7.5}, 'redhat': {'V3Vector': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H', 'V3Score': 5.3}}"
adservice_9,golang.org/x/net,v0.0.0-20220906165146-f3363e06e74c,CVE-2022-41717,MEDIUM,An attacker can cause excessive memory growth in a Go server accepting ...,"{'nvd': {'V3Vector': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'V3Score': 5.3}}"
