n
"(:spade_query_symbols {id_counter: ""0"",graphs: """",predicates: """",metadatas: """"})"
(:spade_query_remote_symbols)
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""61363"",seen time: ""1690977361.838"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""59024"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",exe: ""/app/cartservice"",mount namespace: ""-1"",name: "".NET ThreadPool"",hash: ""211d27e8c7596547c76fb3f9890ba970"",user namespace: ""-1""})"
"(:VERTEX {memory address: ""7f981a38a000"",size: ""4000"",subtype: ""memory"",tgid: ""61363"",source: ""syscall"",type: ""Artifact"",version: ""0"",hash: ""9f1aac5eb24ee880f1f386ccf0c640d5""})"
"(:VERTEX {memory address: ""7f981a38a000"",size: ""1000"",subtype: ""memory"",tgid: ""61363"",source: ""syscall"",type: ""Artifact"",version: ""0"",hash: ""f7e51070a7543c4ffca4e8ddc37e3dfa""})"
"(:VERTEX {subtype: ""unnamed pipe"",tgid: ""61363"",epoch: ""0"",source: ""syscall"",read fd: ""196"",type: ""Artifact"",version: ""0"",hash: ""8fb7497f03bf1e266b84e12a1895a444"",write fd: ""198""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""59634"",seen time: ""1690977362.472"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58330"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""python"",hash: ""47fb917ded296392a5cc1c1193054f35"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""36086"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""8080"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""e6488e8b560f6d94073a37f357fa124c""})"
"(:VERTEX {remote port: ""36072"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""8080"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""ef65675665dfc48c5ee7d6661a3ba98d""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""60810"",seen time: ""1690977362.483"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58654"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""shippingservice"",hash: ""35e32de6e4a192165771f0c964f1b0f0"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""51454"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""50051"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""7ebb55ec05c120ae77870fadb1e269fd""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""60791"",seen time: ""1690977362.486"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58654"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""shippingservice"",hash: ""1546b4e03a41f22ebe4e61600f91ae97"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""51446"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""50051"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""3d546c43a0f31425c439a870c6cb98ec""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""60475"",seen time: ""1690977362.497"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58571"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""node"",hash: ""73fd34a243fd6fa9eccb7afacfd5a9ee"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""57912"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""7000"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""bc6056869f54b1f3718ede5514213367""})"
"(:VERTEX {remote port: ""57926"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""7000"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""3d04b3c343b0f44ca0a03a5b598fa636""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""60145"",seen time: ""1690977362.508"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58532"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""checkoutservice"",hash: ""3fd3a29ad41c14142db4366913aa311a"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""47400"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""5050"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""03adceb1e3b3e1359bfe22fff16244c3""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""60101"",seen time: ""1690977362.508"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58532"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""checkoutservice"",hash: ""4467cb28e26787b9dd21ca60c08e3ff6"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""47404"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""5050"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""76f8ef233052d8f3fd47ed57cacaaaa6""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""59971"",seen time: ""1690977362.508"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58457"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""redis-server"",hash: ""a5a2c669a51d34eec9ba0fb3ee51ec32"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""48234"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""6379"",net namespace: ""-1"",local address: ""0.0.0.0"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""192.168.47.128"",hash: ""0715867e2df92e70219874157c9536b1""})"
"(:VERTEX {remote port: ""48248"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""6379"",net namespace: ""-1"",local address: ""0.0.0.0"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""192.168.47.128"",hash: ""3355215aa973db01e02db817c909ed91""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""61217"",seen time: ""1690977362.713"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58880"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""server"",hash: ""9d7126a12fcb0cd24b0ae1cc8e70495a"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""43008"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""8080"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""0a675e2837b8710f84c0266038efe89b""})"
"(:VERTEX {remote port: ""43014"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""8080"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""65d3f2b686e26c3d66416069023d599d""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""61014"",seen time: ""1690977362.918"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""58924"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: ""node"",hash: ""e0fe46c99a19fb72a30b5b6cabd224ea"",user namespace: ""-1""})"
"(:VERTEX {remote port: ""34000"",epoch: ""0"",source: ""syscall"",type: ""Artifact"",version: ""0"",local port: ""50051"",net namespace: ""-1"",local address: ""0000:0000:0000:0000:0000:0000:0000:0000"",protocol: ""tcp"",subtype: ""network socket"",remote address: ""0000:0000:0000:0000:0000:FFFF:C0A8:2F80"",hash: ""b7bcec8ff77f147913ba32123ce81955""})"
"(:VERTEX {gid: ""1000"",euid: ""1000"",children pid namespace: ""-1"",pid: ""110205"",seen time: ""1690977362.918"",source: ""syscall"",type: ""Process"",net namespace: ""-1"",ipc namespace: ""-1"",ppid: ""59024"",pid namespace: ""-1"",uid: ""1000"",egid: ""1000"",mount namespace: ""-1"",name: "".NET ThreadPool"",hash: ""a728e3c7466ba49a3e600325b91c9d2d"",user namespace: ""-1""})"
